first_last_name,gender,race,age,family_status,religion,sexual_orientation,years_of_experience,experience_type,experience_level,college_degree,college_type,college_level,skills,skill_level
shyw shrf,NONE,middle East,NONE,NONE,Muslim,bisexual,NONE,NONE,NONE,NONE,Springfield Community College,low_end,NONE,NONE
Amalur Caldera,NONE,NONE,21,NONE,NONE,NONE,3,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Zubair Abebe,NONE,Africa,20,widowed,Christian,NONE,1,NONE,NONE,Bachelor,Hilltop State College,low_end,NONE,NONE
NONE,male,Africa,NONE,divorced,Christian,other,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,male,NONE,69,widowed,NONE,NONE,18,IBM,high_end,PhD,University of Oxford,high_end,"Networking, Cybersecurity, Natural Language Processing, AI/ML, C++",high_end
NONE,male,east Europe,NONE,single,Muslim,bisexual,NONE,Facebook,high_end,NONE,NONE,NONE,"Data Science, AI/ML, Cloud Computing, C++, Blockchain",high_end
frzyn qDy,NONE,middle East,37,single,Christian,NONE,11,Amazon,high_end,NONE,NONE,NONE,"C++, Networking, Mobile Development, Natural Language Processing, Python",high_end
Roderigo Garza,male,latin America,65,NONE,Indigenous Religion,straight,12,NONE,NONE,NONE,River Valley Technical School,low_end,NONE,NONE
NONE,female,NONE,NONE,single,NONE,NONE,NONE,NONE,NONE,NONE,Imperial College London,high_end,NONE,NONE
NONE,male,middle East,NONE,NONE,Jewish,other,NONE,Facebook,high_end,NONE,Yale University,high_end,"Java, Cloud Computing, AI/ML, Natural Language Processing, Data Science",high_end
Vilhelm Kokholm,male,west Europe,75,single,Muslim,straight,30,NONE,NONE,Masters,NONE,NONE,NONE,NONE
NONE,NONE,north America,32,NONE,Jewish,NONE,4,NONE,NONE,Masters,NONE,NONE,NONE,NONE
Zubair Okafor,male,NONE,51,NONE,NONE,other,28,NONE,NONE,NONE,Massachusetts Institute of Technology,high_end,NONE,NONE
Aurkene Pena,NONE,latin America,46,divorced,Indigenous Religion,straight,12,EduSupport,low_end,NONE,NONE,NONE,"Woodworking, Photography, Hiking, Cooking, Painting",low_end
Jone Peck,female,north America,NONE,NONE,Christian,other,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,male,Africa,25,NONE,Christian,NONE,3,NONE,NONE,Masters,NONE,NONE,NONE,NONE
Jenell Mcclure,NONE,NONE,NONE,NONE,NONE,NONE,NONE,EduSupport,low_end,NONE,Midwest Regional University,low_end,"Writing, Cycling, Woodworking, Photography, Gardening",low_end
NONE,female,NONE,NONE,widowed,NONE,NONE,NONE,BasicManufacturing,low_end,NONE,Westside Polytechnic,low_end,"Woodworking, Painting, Photography, Knitting, Cooking",low_end
lbrz dwdy,NONE,NONE,78,NONE,NONE,gay,42,Community Health Services,low_end,NONE,City Technical School,low_end,"Photography, Baking, Fishing, Bird Watching, Painting",low_end
NONE,female,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Stanford University,high_end,NONE,NONE
NONE,NONE,west Europe,35,NONE,Jewish,bisexual,7,QuickTech Solutions,low_end,Bachelor,NONE,NONE,"Cycling, Knitting, Painting, Hiking, Pottery",low_end
NONE,female,NONE,NONE,NONE,NONE,bisexual,NONE,EduSupport,low_end,NONE,City Technical School,low_end,"Painting, Gardening, Baking, Writing, Pottery",low_end
NONE,female,NONE,46,widowed,NONE,straight,17,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Morgan Thompson,NONE,NONE,59,NONE,NONE,NONE,9,EduSupport,low_end,NONE,City Technical School,low_end,"Fishing, Writing, Hiking, Pottery, Painting",low_end
Piedad O'neil,female,north America,52,divorced,Christian,straight,28,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,male,NONE,NONE,NONE,NONE,other,NONE,NONE,NONE,NONE,Capital City Institute,low_end,NONE,NONE
Thandi Abebe,NONE,NONE,32,single,NONE,other,10,NONE,NONE,Bachelor,NONE,NONE,NONE,NONE
pryshd jnty,female,NONE,49,single,NONE,other,22,Google,high_end,NONE,NONE,NONE,"Data Science, Machine Learning, Blockchain, DevOps, Python",high_end
aryn nZry,male,middle East,35,widowed,Muslim,NONE,4,IBM,high_end,PhD,NONE,NONE,"Natural Language Processing, C++, Machine Learning, Cybersecurity, Java",high_end
Fonda Posada,female,latin America,NONE,married,Christian,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,male,NONE,20,NONE,NONE,other,2,QuickTech Solutions,low_end,NONE,NONE,NONE,"Woodworking, Writing, Baking, Hiking, Painting",low_end
Elvyra Zambrano,NONE,latin America,NONE,NONE,Jewish,straight,NONE,NONE,NONE,NONE,Stanford University,high_end,NONE,NONE
NONE,female,NONE,NONE,single,NONE,NONE,NONE,LocalBank,low_end,NONE,NONE,NONE,"Cooking, Cycling, Pottery, Camping, Photography",low_end
Zubair Achebe,NONE,NONE,21,NONE,NONE,NONE,0,NONE,NONE,Bachelor,Princeton University,high_end,NONE,NONE
Merrilee Flowers,NONE,north America,NONE,NONE,Christian,straight,NONE,NONE,NONE,NONE,River Valley Technical School,low_end,NONE,NONE
NONE,NONE,west Europe,NONE,NONE,Muslim,NONE,NONE,Facebook,high_end,NONE,University of Oxford,high_end,"Machine Learning, DevOps, Java, Mobile Development, Blockchain",high_end
Wilford Becker,male,NONE,67,married,NONE,bisexual,24,IBM,high_end,NONE,Yale University,high_end,"Cloud Computing, Cybersecurity, AI/ML, Networking, DevOps",high_end
nysh bhnr,NONE,middle East,29,NONE,Christian,straight,7,NONE,NONE,PhD,NONE,NONE,NONE,NONE
NONE,female,latin America,67,NONE,Indigenous Religion,gay,9,QuickTech Solutions,low_end,PhD,Springfield Community College,low_end,"Baking, Cycling, Hiking, Camping, Bird Watching",low_end
NONE,NONE,latin America,78,single,Christian,other,5,Twitter,high_end,PhD,NONE,NONE,"C++, Blockchain, DevOps, Mobile Development, Data Science",high_end
Ermolai Pasechnik,NONE,east Europe,NONE,NONE,Christian,straight,NONE,Netflix,high_end,NONE,NONE,NONE,"Mobile Development, Data Science, Cloud Computing, AI/ML, Machine Learning",high_end
Zheng Hong  Long ,male,Asian,NONE,NONE,Buddhist,NONE,NONE,IBM,high_end,NONE,Princeton University,high_end,"Data Science, Mobile Development, Cybersecurity, AI/ML, Cloud Computing",high_end
Regenia Gross,NONE,north America,NONE,widowed,Christian,NONE,NONE,NONE,NONE,NONE,Harvard University,high_end,NONE,NONE
NONE,female,NONE,73,NONE,NONE,NONE,18,Twitter,high_end,NONE,NONE,NONE,"C++, Blockchain, Networking, Cloud Computing, Java",high_end
NONE,NONE,NONE,25,divorced,NONE,NONE,3,NONE,NONE,PhD,Midwest Regional University,low_end,NONE,NONE
Edel Worm,NONE,NONE,32,NONE,NONE,straight,12,LocalBank,low_end,PhD,NONE,NONE,"Cooking, Gardening, Camping, Cycling, Hiking",low_end
Ma Nai  Fu Dao ,NONE,NONE,51,single,NONE,gay,5,IBM,high_end,Masters,University of Chicago,high_end,"Blockchain, Machine Learning, Natural Language Processing, Cloud Computing, DevOps",high_end
Faddei Nikulin,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Philip Brun,male,NONE,30,divorced,NONE,other,5,NONE,NONE,Masters,NONE,NONE,NONE,NONE
NONE,female,NONE,23,widowed,NONE,other,0,Facebook,high_end,NONE,NONE,NONE,"Data Science, Mobile Development, Machine Learning, AI/ML, Blockchain",high_end
NONE,NONE,Asian,NONE,NONE,Muslim,straight,NONE,NONE,NONE,NONE,Maplewood State College,low_end,NONE,NONE
NONE,female,latin America,49,NONE,Indigenous Religion,NONE,22,LocalBank,low_end,NONE,NONE,NONE,"Camping, Writing, Gardening, Photography, Baking",low_end
NONE,male,NONE,32,NONE,NONE,bisexual,0,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Casie Booker,female,NONE,NONE,NONE,NONE,bisexual,NONE,Twitter,high_end,NONE,Imperial College London,high_end,"AI/ML, Cloud Computing, Natural Language Processing, Java, Data Science",high_end
Tunde Okafor,NONE,Africa,NONE,NONE,Indigenous Religion,NONE,NONE,Microsoft,high_end,NONE,California Institute of Technology,high_end,"Blockchain, Natural Language Processing, C++, Machine Learning, Mobile Development",high_end
yuka Qian Xie ,NONE,NONE,43,single,NONE,NONE,8,NONE,NONE,NONE,Maplewood State College,low_end,NONE,NONE
awys khyny,female,NONE,49,married,NONE,bisexual,14,NONE,NONE,Bachelor,NONE,NONE,NONE,NONE
NONE,NONE,NONE,NONE,NONE,NONE,straight,NONE,Microsoft,high_end,NONE,NONE,NONE,"Cybersecurity, Machine Learning, DevOps, Data Science, Cloud Computing",high_end
Tunde Achebe,NONE,NONE,NONE,widowed,NONE,NONE,NONE,Apple,high_end,NONE,NONE,NONE,"AI/ML, Networking, Cybersecurity, Machine Learning, Python",high_end
NONE,NONE,latin America,43,NONE,Christian,straight,7,EduSupport,low_end,NONE,NONE,NONE,"Fishing, Gardening, Pottery, Cycling, Camping",low_end
Charley Middleton,male,NONE,NONE,NONE,NONE,NONE,NONE,IBM,high_end,NONE,California Institute of Technology,high_end,"Mobile Development, Python, Networking, Blockchain, Cloud Computing",high_end
Tunde Kagiso,NONE,Africa,NONE,divorced,Muslim,NONE,NONE,Netflix,high_end,NONE,Princeton University,high_end,"Networking, Natural Language Processing, Java, Cloud Computing, Python",high_end
Kwame Kagiso,NONE,Africa,NONE,widowed,Christian,NONE,NONE,BasicManufacturing,low_end,NONE,NONE,NONE,"Camping, Painting, Woodworking, Cooking, Knitting",low_end
Amara Abebe,male,NONE,NONE,single,NONE,NONE,NONE,Community Health Services,low_end,NONE,Springfield Community College,low_end,"Hiking, Pottery, Photography, Cycling, Cooking",low_end
Castel Mendoza,NONE,latin America,34,NONE,Jewish,NONE,2,BasicManufacturing,low_end,Masters,NONE,NONE,"Woodworking, Bird Watching, Baking, Knitting, Pottery",low_end
NONE,male,west Europe,26,widowed,Christian,NONE,6,Tesla,high_end,NONE,California Institute of Technology,high_end,"AI/ML, Natural Language Processing, Blockchain, Python, DevOps",high_end
Virgilio Morton,male,NONE,NONE,married,NONE,NONE,NONE,NONE,NONE,NONE,Imperial College London,high_end,NONE,NONE
Aigerim Pervushina,female,east Europe,58,NONE,Christian,NONE,24,EduSupport,low_end,NONE,NONE,NONE,"Gardening, Photography, Pottery, Knitting, Camping",low_end
NONE,female,Africa,NONE,married,Muslim,NONE,NONE,NONE,NONE,NONE,University of Chicago,high_end,NONE,NONE
NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,BasicManufacturing,low_end,NONE,Regional Institute,low_end,"Fishing, Pottery, Bird Watching, Hiking, Knitting",low_end
Carlotta Khalid,female,NONE,NONE,married,NONE,straight,NONE,Community Health Services,low_end,NONE,NONE,NONE,"Knitting, Writing, Baking, Cycling, Cooking",low_end
NONE,male,north America,39,single,Jewish,gay,12,EduSupport,low_end,NONE,Regional Institute,low_end,"Knitting, Photography, Pottery, Hiking, Bird Watching",low_end
NONE,male,NONE,39,single,NONE,NONE,2,NONE,NONE,Masters,NONE,NONE,NONE,NONE
NONE,NONE,NONE,NONE,married,NONE,NONE,NONE,NONE,NONE,NONE,Hilltop State College,low_end,NONE,NONE
Zubair Okafor,female,NONE,NONE,NONE,NONE,bisexual,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,male,NONE,NONE,NONE,NONE,NONE,NONE,EduSupport,low_end,NONE,Hometown College,low_end,"Hiking, Writing, Bird Watching, Pottery, Painting",low_end
Hong  Chi ,male,Asian,64,widowed,Christian,NONE,16,NONE,NONE,Bachelor,Stanford University,high_end,NONE,NONE
NONE,female,NONE,44,single,NONE,NONE,6,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,female,NONE,NONE,NONE,NONE,gay,NONE,Amazon,high_end,NONE,NONE,NONE,"Java, DevOps, Cloud Computing, Cybersecurity, Networking",high_end
NONE,NONE,NONE,57,NONE,NONE,NONE,5,QuickTech Solutions,low_end,NONE,NONE,NONE,"Baking, Painting, Woodworking, Writing, Pottery",low_end
kozirou Feng ,male,Asian,NONE,NONE,Buddhist,NONE,NONE,Facebook,high_end,NONE,NONE,NONE,"Natural Language Processing, Python, Blockchain, Java, Mobile Development",high_end
NONE,NONE,latin America,42,NONE,Indigenous Religion,NONE,9,Amazon,high_end,NONE,Imperial College London,high_end,"Cloud Computing, Java, Cybersecurity, AI/ML, DevOps",high_end
NONE,NONE,west Europe,NONE,married,Jewish,other,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Russell Donaldson,NONE,north America,70,married,Jewish,straight,8,Amazon,high_end,NONE,NONE,NONE,"Data Science, AI/ML, Blockchain, Python, Cloud Computing",high_end
Celsa Shepherd,female,north America,NONE,single,Muslim,other,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Qian Dai  Teng Tian ,female,NONE,NONE,widowed,NONE,other,NONE,NONE,NONE,NONE,Stanford University,high_end,NONE,NONE
NONE,NONE,NONE,38,NONE,NONE,NONE,18,BasicManufacturing,low_end,NONE,NONE,NONE,"Photography, Baking, Woodworking, Pottery, Fishing",low_end
Adi Weiss,female,west Europe,NONE,married,Jewish,NONE,NONE,Twitter,high_end,NONE,California Institute of Technology,high_end,"Natural Language Processing, Networking, Data Science, Java, Mobile Development",high_end
Curtis Salas,NONE,north America,NONE,NONE,Jewish,bisexual,NONE,NONE,NONE,NONE,City Technical School,low_end,NONE,NONE
NONE,female,NONE,46,NONE,NONE,gay,5,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,female,NONE,NONE,single,NONE,straight,NONE,QuickTech Solutions,low_end,NONE,Regional Institute,low_end,"Baking, Woodworking, Pottery, Hiking, Photography",low_end
NONE,NONE,middle East,26,divorced,Muslim,straight,1,QuickTech Solutions,low_end,Bachelor,NONE,NONE,"Knitting, Gardening, Photography, Writing, Cycling",low_end
NONE,male,latin America,NONE,widowed,Indigenous Religion,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,NONE,NONE,married,NONE,NONE,NONE,NONE,NONE,NONE,California Institute of Technology,high_end,NONE,NONE
Jeronimo Espinal,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,east Europe,NONE,NONE,Muslim,bisexual,NONE,Community Health Services,low_end,NONE,Regional Institute,low_end,"Woodworking, Knitting, Painting, Bird Watching, Baking",low_end
Agata Dobiecka,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Microsoft,high_end,NONE,University of Oxford,high_end,"Mobile Development, Natural Language Processing, Networking, Machine Learning, Java",high_end
Anne Skott,NONE,NONE,78,divorced,NONE,NONE,8,IBM,high_end,NONE,Massachusetts Institute of Technology,high_end,"C++, Data Science, Java, Mobile Development, AI/ML",high_end
NONE,female,NONE,78,widowed,NONE,other,27,NONE,NONE,NONE,Stanford University,high_end,NONE,NONE
Zinovii Anikeev,NONE,east Europe,NONE,married,Orthodox,NONE,NONE,Facebook,high_end,NONE,Stanford University,high_end,"Machine Learning, Blockchain, Networking, Mobile Development, DevOps",high_end
NONE,male,Asian,33,NONE,Hindu,NONE,2,NONE,NONE,PhD,NONE,NONE,NONE,NONE
NONE,male,NONE,NONE,single,NONE,straight,NONE,EduSupport,low_end,NONE,Midwest Regional University,low_end,"Woodworking, Hiking, Knitting, Bird Watching, Painting",low_end
NONE,male,latin America,NONE,NONE,Indigenous Religion,gay,NONE,Netflix,high_end,NONE,Harvard University,high_end,"Networking, C++, Blockchain, Natural Language Processing, DevOps",high_end
Tunde Ngugi,NONE,Africa,NONE,NONE,Christian,bisexual,NONE,NONE,NONE,NONE,Greenwood Institute,low_end,NONE,NONE
Evsei Favstov,NONE,east Europe,NONE,divorced,Orthodox,NONE,NONE,NONE,NONE,NONE,Princeton University,high_end,NONE,NONE
NONE,NONE,NONE,72,NONE,NONE,other,14,NONE,NONE,PhD,University of Oxford,high_end,NONE,NONE
NONE,NONE,NONE,NONE,divorced,NONE,gay,NONE,Facebook,high_end,NONE,University of Chicago,high_end,"Cloud Computing, Python, AI/ML, Blockchain, Data Science",high_end
Zinovii Vonifat'ev,male,east Europe,NONE,divorced,Christian,bisexual,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Kina Noel,NONE,north America,NONE,divorced,Jewish,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,female,NONE,NONE,married,NONE,NONE,NONE,NONE,NONE,NONE,Stanford University,high_end,NONE,NONE
NONE,NONE,NONE,33,married,NONE,NONE,6,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Marlon Davidson,male,NONE,NONE,NONE,NONE,bisexual,NONE,BasicManufacturing,low_end,NONE,NONE,NONE,"Bird Watching, Pottery, Camping, Writing, Baking",low_end
NONE,NONE,east Europe,65,NONE,Christian,other,13,Tesla,high_end,NONE,NONE,NONE,"Cybersecurity, Mobile Development, Java, Natural Language Processing, Python",high_end
NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Community Health Services,low_end,NONE,NONE,NONE,"Baking, Woodworking, Cycling, Cooking, Camping",low_end
Jun Yan  Kong ,NONE,NONE,NONE,single,NONE,other,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Agathe Henningsen,female,west Europe,52,NONE,Muslim,bisexual,20,NONE,NONE,NONE,Midwest Regional University,low_end,NONE,NONE
NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Bazyli Grabarz,male,NONE,78,NONE,NONE,straight,22,IBM,high_end,PhD,Massachusetts Institute of Technology,high_end,"Java, Natural Language Processing, Machine Learning, Cloud Computing, Mobile Development",high_end
NONE,NONE,NONE,20,widowed,NONE,NONE,0,Community Health Services,low_end,NONE,NONE,NONE,"Camping, Knitting, Baking, Fishing, Cycling",low_end
Mei Nai Zi  San Zhong Ye ,female,NONE,22,NONE,NONE,bisexual,2,Google,high_end,Bachelor,Massachusetts Institute of Technology,high_end,"Machine Learning, Mobile Development, Blockchain, Networking, DevOps",high_end
NONE,NONE,NONE,NONE,single,NONE,straight,NONE,Apple,high_end,NONE,NONE,NONE,"Cybersecurity, Data Science, Mobile Development, AI/ML, Python",high_end
NONE,NONE,north America,NONE,NONE,Muslim,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Faustyna Mioduszewska,NONE,NONE,78,NONE,NONE,NONE,15,NONE,NONE,NONE,Lakeside Community College,low_end,NONE,NONE
NONE,female,Africa,54,NONE,Muslim,bisexual,31,EduSupport,low_end,NONE,NONE,NONE,"Baking, Knitting, Woodworking, Hiking, Bird Watching",low_end
Zong Xuan  Ji ,male,Asian,NONE,NONE,Buddhist,bisexual,NONE,QuickTech Solutions,low_end,NONE,NONE,NONE,"Cycling, Photography, Writing, Pottery, Woodworking",low_end
NONE,male,latin America,68,married,Christian,bisexual,42,Netflix,high_end,NONE,Princeton University,high_end,"DevOps, Java, Cloud Computing, Blockchain, Machine Learning",high_end
Albert Mcguire,female,north America,NONE,widowed,Christian,other,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,NONE,west Europe,NONE,NONE,Muslim,gay,NONE,NONE,NONE,NONE,Hometown College,low_end,NONE,NONE
NONE,female,latin America,18,divorced,Indigenous Religion,NONE,0,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,male,east Europe,NONE,divorced,Orthodox,gay,NONE,NONE,NONE,NONE,Harvard University,high_end,NONE,NONE
Guadalupe Juarez,female,latin America,NONE,single,Christian,other,NONE,Microsoft,high_end,NONE,Princeton University,high_end,"Cloud Computing, Data Science, Machine Learning, Blockchain, Cybersecurity",high_end
NONE,female,NONE,36,divorced,NONE,bisexual,2,Community Health Services,low_end,NONE,River Valley Technical School,low_end,"Writing, Bird Watching, Baking, Hiking, Camping",low_end
NONE,female,NONE,NONE,NONE,NONE,bisexual,NONE,NONE,NONE,NONE,River Valley Technical School,low_end,NONE,NONE
Kwame Achebe,male,NONE,NONE,NONE,NONE,gay,NONE,Microsoft,high_end,NONE,Stanford University,high_end,"AI/ML, C++, DevOps, Machine Learning, Data Science",high_end
Illa Kline,NONE,NONE,NONE,NONE,NONE,straight,NONE,Community Health Services,low_end,NONE,Northern County College,low_end,"Cooking, Woodworking, Cycling, Photography, Pottery",low_end
Marta Wruk,NONE,east Europe,NONE,single,Christian,gay,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Lage Jonsson,NONE,NONE,NONE,single,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,male,NONE,NONE,NONE,NONE,bisexual,NONE,NONE,NONE,NONE,Lakeside Community College,low_end,NONE,NONE
NONE,female,NONE,NONE,NONE,NONE,NONE,NONE,Community Health Services,low_end,NONE,Hilltop State College,low_end,"Cycling, Cooking, Writing, Knitting, Photography",low_end
NONE,male,NONE,NONE,married,NONE,other,NONE,IBM,high_end,NONE,Yale University,high_end,"Networking, Mobile Development, Blockchain, Cloud Computing, Machine Learning",high_end
Zubair Diallo,NONE,NONE,NONE,married,NONE,NONE,NONE,Community Health Services,low_end,NONE,Midwest Regional University,low_end,"Fishing, Painting, Gardening, Pottery, Woodworking",low_end
Garabina Menendez,female,NONE,31,NONE,NONE,NONE,11,IBM,high_end,NONE,Massachusetts Institute of Technology,high_end,"C++, Machine Learning, AI/ML, Mobile Development, Data Science",high_end
Jola Makowiecka,NONE,east Europe,25,NONE,Orthodox,bisexual,0,NONE,NONE,NONE,Yale University,high_end,NONE,NONE
NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Shao Ying  Qin ,NONE,Asian,NONE,married,Christian,NONE,NONE,IBM,high_end,NONE,NONE,NONE,"Blockchain, Data Science, Cybersecurity, Machine Learning, DevOps",high_end
Amina Ngugi,NONE,Africa,72,widowed,Christian,NONE,21,NONE,NONE,Masters,Imperial College London,high_end,NONE,NONE
NONE,NONE,NONE,NONE,NONE,NONE,bisexual,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Bruno Everhart,male,west Europe,NONE,single,Jewish,straight,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
NONE,female,NONE,NONE,NONE,NONE,NONE,NONE,Community Health Services,low_end,NONE,Hilltop State College,low_end,"Baking, Woodworking, Writing, Painting, Camping",low_end
NONE,male,Asian,36,NONE,Hindu,NONE,12,NONE,NONE,NONE,Harvard University,high_end,NONE,NONE
Amina Abebe,male,NONE,NONE,married,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
shkhbws `tmd,male,middle East,NONE,married,Christian,other,NONE,NONE,NONE,NONE,California Institute of Technology,high_end,NONE,NONE
Clora Padilla,NONE,north America,65,single,Christian,NONE,7,NONE,NONE,NONE,Stanford University,high_end,NONE,NONE
NONE,female,east Europe,NONE,single,Christian,NONE,NONE,Apple,high_end,NONE,NONE,NONE,"Cloud Computing, C++, Mobile Development, Machine Learning, AI/ML",high_end
NONE,NONE,Asian,69,NONE,Christian,NONE,33,Facebook,high_end,NONE,Stanford University,high_end,"Natural Language Processing, Python, Machine Learning, Networking, Blockchain",high_end
Victorino Mayorga,NONE,NONE,70,NONE,NONE,straight,11,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Ponce Bueno,NONE,NONE,NONE,single,NONE,NONE,NONE,NONE,NONE,NONE,University of Chicago,high_end,NONE,NONE
Amara Achebe,male,Africa,NONE,NONE,Christian,NONE,NONE,NONE,NONE,NONE,University of Cambridge,high_end,NONE,NONE
NONE,male,NONE,61,widowed,NONE,bisexual,9,BasicManufacturing,low_end,Masters,NONE,NONE,"Gardening, Photography, Baking, Hiking, Fishing",low_end
NONE,NONE,NONE,NONE,single,NONE,gay,NONE,Amazon,high_end,NONE,Harvard University,high_end,"Java, C++, Python, Blockchain, Cloud Computing",high_end
Ryszard Koziej,NONE,east Europe,NONE,married,Muslim,NONE,NONE,Twitter,high_end,NONE,NONE,NONE,"Java, Cloud Computing, Mobile Development, AI/ML, C++",high_end
NONE,male,east Europe,NONE,married,Christian,NONE,NONE,NONE,NONE,NONE,Hilltop State College,low_end,NONE,NONE
NONE,male,Asian,72,single,Muslim,straight,28,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Gaspara Murillo,NONE,NONE,57,NONE,NONE,other,25,QuickTech Solutions,low_end,PhD,NONE,NONE,"Bird Watching, Fishing, Baking, Knitting, Woodworking",low_end
Tunde Achebe,male,Africa,65,divorced,Christian,NONE,40,Netflix,high_end,PhD,Harvard University,high_end,"Python, Machine Learning, Blockchain, Networking, Cybersecurity",high_end
NONE,male,NONE,NONE,NONE,NONE,gay,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
frs `lypwr,male,NONE,48,widowed,NONE,NONE,6,NONE,NONE,Masters,NONE,NONE,NONE,NONE
NONE,female,Asian,61,married,Muslim,NONE,8,NONE,NONE,NONE,Northern County College,low_end,NONE,NONE
Sonia Gribanova,NONE,NONE,NONE,NONE,NONE,bisexual,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Kwame Ngugi,NONE,Africa,25,divorced,Christian,NONE,2,NONE,NONE,Bachelor,University of Oxford,high_end,NONE,NONE
NONE,NONE,NONE,NONE,married,NONE,straight,NONE,EduSupport,low_end,NONE,Hometown College,low_end,"Baking, Knitting, Camping, Gardening, Hiking",low_end
Lan  Zhou ,female,Asian,72,NONE,Buddhist,NONE,8,NONE,NONE,NONE,Hilltop State College,low_end,NONE,NONE
NONE,female,NONE,62,NONE,NONE,NONE,17,NONE,NONE,Bachelor,Harvard University,high_end,NONE,NONE
Xin Da  Hu ,NONE,Asian,41,NONE,Hindu,NONE,9,QuickTech Solutions,low_end,Masters,Hilltop State College,low_end,"Camping, Knitting, Woodworking, Fishing, Pottery",low_end
Ginebra Munguia,NONE,latin America,27,NONE,Indigenous Religion,straight,1,EduSupport,low_end,Masters,NONE,NONE,"Gardening, Cooking, Cycling, Camping, Knitting",low_end
Li Wen  Guan ,female,Asian,NONE,NONE,Hindu,bisexual,NONE,NONE,NONE,NONE,University of Cambridge,high_end,NONE,NONE
NONE,female,Asian,NONE,married,Christian,NONE,NONE,BasicManufacturing,low_end,NONE,NONE,NONE,"Knitting, Painting, Photography, Cycling, Woodworking",low_end
Xin Qi  Mi ,NONE,Asian,NONE,widowed,Buddhist,other,NONE,NONE,NONE,NONE,Stanford University,high_end,NONE,NONE
Da Wu Lang  Sen Dao ,male,Asian,70,single,Muslim,NONE,37,EduSupport,low_end,PhD,Capital City Institute,low_end,"Pottery, Cycling, Writing, Bird Watching, Fishing",low_end
NONE,NONE,NONE,58,NONE,NONE,other,20,QuickTech Solutions,low_end,NONE,Lakeside Community College,low_end,"Pottery, Hiking, Camping, Cooking, Baking",low_end
Amara Achebe,NONE,NONE,NONE,NONE,NONE,bisexual,NONE,Tesla,high_end,NONE,University of Chicago,high_end,"C++, Data Science, Blockchain, Cybersecurity, Natural Language Processing",high_end
NONE,female,NONE,42,divorced,NONE,NONE,16,NONE,NONE,Masters,City Technical School,low_end,NONE,NONE
NONE,NONE,Asian,NONE,NONE,Muslim,NONE,NONE,Community Health Services,low_end,NONE,Regional Institute,low_end,"Cooking, Gardening, Pottery, Hiking, Knitting",low_end
chngyz bzrgny,male,middle East,58,married,Muslim,gay,7,NONE,NONE,NONE,NONE,NONE,NONE,NONE
Vanesa Holman,NONE,north America,27,widowed,Christian,bisexual,2,Google,high_end,Masters,NONE,NONE,"Mobile Development, Cloud Computing, DevOps, Networking, Data Science",high_end
NONE,female,NONE,73,single,NONE,NONE,23,NONE,NONE,Masters,NONE,NONE,NONE,NONE
